Lemma,POS,P4 Occurrences,P5 Occurrences
能,Noun,2,9
存ずる,Verb,2,9
有,Prefix,2,9
前提,Noun,2,9
手合わせ,Noun,2,9
サポート-support,Noun,2,9
ロボット-robot,Noun,2,9
豪華,Noun,2,9
常識,Noun,2,9
乗り気,Noun,2,9
小物,Noun,2,9
託する,Verb,2,9
引き返す,Verb,1,9
新作,Noun,1,9
ミッション-mission,Noun,1,9
偽物,Noun,1,9
レア-rare,Noun,1,9
タッチ-touch,Noun,1,9
籠もる,Verb,1,9
閉じ込める,Verb,1,9
ステージ-stage,Noun,1,9
銭湯,Noun,1,9
整う,Verb,1,9
好く,Verb,1,9
懲らしめる,Verb,1,9
源,Noun,1,9
効率,Noun,1,9
世代,Noun,1,9
着,Suffix,1,9
単純,な-Adjective,1,9
汝,Pronoun,1,9
ヤ,Code,1,9
挑む,Verb,1,9
同感,Noun,1,9
打ち,Noun,1,9
成年,Noun,1,9
住む,Verb,28,8
別れる,Verb,26,8
午後,Noun,25,8
やあ,Interjection,24,8
運動,Noun,24,8
態々,Adverb,21,8
試合,Noun,21,8
引っ掛かる,Verb,20,8
隣り,Noun,18,8
元々,Adverb,18,8
見守る,Verb,14,8
以降,Noun,13,8
震える,Verb,13,8
真っ直ぐ,な-Adjective,12,8
飽きる,Verb,12,8
歓迎,Noun,11,8
息子,Noun,11,8
取り上げる,Verb,11,8
毎,Suffix,10,8
うお,Interjection,10,8
おおい,Interjection,9,8
恋,Noun,9,8
どきどき,Adverb,9,8
小さな,Adnominal,9,8
イゴール-Igor,Noun,8,8
そっと,Adverb,8,8
下げる,Verb,8,8
ショー-show,Noun,8,8
閉じる,Verb,8,8
直る,Verb,8,8
機能,Noun,7,8
一言,Noun,7,8
単に,Adverb,7,8
真相,Noun,7,8
興奮,Noun,7,8
すっかり,Adverb,7,8
授ける,Verb,7,8
目覚める,Verb,6,8
ナン-外国,Noun,6,8
覚え,Noun,6,8
売れる,Verb,6,8
ホテル-hotel,Noun,6,8
手柄,Noun,6,8
リアル-real,Noun,5,8
店長,Noun,5,8
いざ,Interjection,5,8
連休,Noun,5,8
ゲ,Code,5,8
真ん中,Noun,5,8
見張る,Verb,5,8
鈍る,Verb,5,8
証し,Noun,5,8
手分け,Noun,5,8
メーン-main,Noun,5,8
いっそ,Adverb,5,8
責める,Verb,5,8
恐ろしい,い-Adjective,5,8
万全,Noun,5,8
対等,な-Adjective,5,8
ごっこ,Noun,5,8
ブロークン-broken,な-Adjective,5,8
使い,Noun,4,8
賛成,Noun,4,8
本音,Noun,4,8
解明,Noun,4,8
破る,Verb,4,8
ワン-one,Noun,4,8
ノー-no,Noun,4,8
五,Noun,4,8
繋ぐ,Verb,4,8
町中,Noun,4,8
把握,Noun,4,8
奇跡,Noun,4,8
理屈,Noun,4,8
懸賞,Noun,4,8
喉,Noun,4,8
見込み,Noun,3,8
撮影,Noun,3,8
伸ばす,Verb,3,8
ケン,Noun,3,8
癌,Noun,3,8
賑わう,Verb,3,8
案,Noun,3,8
正論,Noun,3,8
逸らす,Verb,3,8
出入り,Noun,3,8
ぶっ倒す,Verb,3,8
増やす,Verb,3,8
こだわる,Verb,3,8
気遣い,Noun,3,8
持ち主,Noun,3,8
タナカ,Noun,3,8
緊急,Noun,2,8
垂れ,Noun,2,8
泣き,Noun,2,8
チョイス-choice,Noun,2,8
譲る,Verb,2,8
貴重,な-Adjective,2,8
痛む,Verb,2,8
抵抗,Noun,2,8
数々,Noun,2,8
発言,Noun,2,8
鷹,Noun,2,8
後半,Noun,2,8
争い,Noun,2,8
漁る,Verb,2,8
強者,Noun,2,8
気の毒,な-Adjective,2,8
今時,Noun,2,8
伴う,Verb,2,8
顧問,Noun,2,8
殺到,Noun,1,8
イタ,Noun,1,8
むき,Noun,1,8
ばらす,Verb,1,8
ぼー,Adverb,1,8
要請,Noun,1,8
イン,Code,1,8
島,Suffix,1,8
必殺,Noun,1,8
捕らわれる,Verb,1,8
リスク-risk,Noun,1,8
非,Prefix,1,8
寛大,な-Adjective,1,8
現状,Noun,1,8
飾り付ける,Verb,1,8
立ち入る,Verb,1,8
ケース-case,Noun,1,8
ゴー-go,Noun,1,8
誘惑,Noun,1,8
孤独,Noun,1,8
引き締める,Verb,1,8
雑談,Noun,1,8
蛸,Noun,1,8
賞金,Noun,1,8
上達,Noun,1,8
暴く,Verb,1,8
シフト-shift,Noun,1,8
処分,Noun,1,8
ナイ-外国,Noun,1,8
問答,Noun,1,8
類い,Noun,1,8
贅沢,Noun,1,8
衣装,Noun,1,8
積極,Noun,1,8
後日,Noun,1,8
グッズ-goods,Noun,1,8
食い付く,Verb,1,8
連日,Noun,1,8
展,Suffix,1,8
秀,Noun,86,7
手紙,Noun,51,7
ダミー-dummy,Noun,39,7
こら,Interjection,31,7
食材,Noun,26,7
委員,Noun,20,7
父親,Noun,19,7
ココ-coco,Noun,17,7
誕生,Noun,17,7
あん,Interjection,14,7
部分,Noun,13,7
並み,Suffix,13,7
出会い,Noun,12,7
たっぷり,Adverb,12,7
一日,Noun,12,7
取り戻す,Verb,12,7
被る,Verb,11,7
預かる,Verb,11,7
ふっ,Adverb,11,7
校内,Noun,11,7
サンキュー-thank you,Noun,11,7
美人,Noun,10,7
絡む,Verb,10,7
じ,Auxiliary Verb,10,7
なんぞ,Particle,10,7
立件,Noun,10,7
動揺,Noun,9,7
条件,Noun,9,7
夕方,Noun,9,7
細かい,い-Adjective,9,7
吊る,Verb,9,7
小学,Noun,9,7
ミス-mistake,Noun,9,7
響き,Noun,8,7
反対,Noun,8,7
役割,Noun,8,7
今日は,Interjection,8,7
一瞬,Noun,8,7
浴衣,Noun,8,7
才能,Noun,8,7
杯,Noun,7,7
っ子,Suffix,7,7
招く,Verb,7,7
壊す,Verb,7,7
廊下,Noun,7,7
狭い,い-Adjective,7,7
ダッシュ-dash,Noun,7,7
狡い,い-Adjective,7,7
最早,Adverb,7,7
法律,Noun,7,7
毒,Noun,7,7
常,Noun,6,7
鷲,Noun,6,7
テンション-tension,Noun,6,7
型,Suffix,6,7
保証,Noun,6,7
範囲,Noun,6,7
どん,Adverb,6,7
パス-pass,Noun,6,7
アップ-up,Noun,6,7
押さえる,Verb,6,7
いいえ,Interjection,6,7
吸う,Verb,6,7
強化,Noun,5,7
矢鱈,Adverb,5,7
他人事,Noun,5,7
警官,Noun,5,7
違,Noun,5,7
毎度,Noun,5,7
昼休み,Noun,5,7
略,Adverb,5,7
結論,Noun,5,7
きっちり,Adverb,5,7
仕舞い,Noun,5,7
登場,Noun,5,7
未遂,Noun,5,7
不良,Noun,5,7
曲,Noun,5,7
坊主,Noun,5,7
犬,Noun,5,7
応ずる,Verb,4,7
目当て,Noun,4,7
知らせ,Noun,4,7
潜る,Verb,4,7
忠告,Noun,4,7
恐れる,Verb,4,7
ごと,Suffix,4,7
決め付ける,Verb,4,7
或いは,Conjunction,4,7
激しい,い-Adjective,4,7
塞ぐ,Verb,4,7
コメント-comment,Noun,4,7
叱る,Verb,4,7
種類,Noun,4,7
配る,Verb,4,7
開催,Noun,4,7
見舞い,Noun,4,7
散々,Adverb,4,7
時価,Noun,4,7
割れる,Verb,3,7
自,Noun,3,7
画像,Noun,3,7
異なる,Verb,3,7
如何に,Adverb,3,7
脳,Noun,3,7
惚れる,Verb,3,7
長話,Noun,3,7
だち,Noun,3,7
荒い,い-Adjective,3,7
体当たり,Noun,3,7
挑発,Noun,3,7
悪口,Noun,3,7
貫く,Verb,3,7
ナント-Nantes,Noun,3,7
犯す,Verb,3,7
離す,Verb,3,7
強まる,Verb,3,7
違反,Noun,3,7
最善,Noun,3,7
明後日,Noun,3,7
錆,Noun,3,7
鋭い,い-Adjective,3,7
筆,Suffix,3,7
いら,Adverb,3,7
外国,Noun,3,7
沙汰,Noun,2,7
騒動,Noun,2,7
構える,Verb,2,7
天,Noun,2,7
あさって,Noun,2,7
飲み物,Noun,2,7
一連,Noun,2,7
難,Noun,2,7
知名,Noun,2,7
賢明,Noun,2,7
浅い,い-Adjective,2,7
正当,Noun,2,7
乗り切る,Verb,2,7
けり,Noun,2,7
ずばり,Adverb,2,7
チケット-ticket,Noun,2,7
察する,Verb,2,7
碌な,Adnominal,2,7
敬う,Verb,2,7
習う,Verb,2,7
差し出す,Verb,2,7
嫌味,Noun,2,7
講演,Noun,2,7
セクハラ-sexual harassment,Noun,1,7
通行,Noun,1,7
余地,Noun,1,7
切り札,Noun,1,7
空腹,Noun,1,7
ガード-guard,Noun,1,7
とんだ,Adnominal,1,7
動向,Noun,1,7
報酬,Noun,1,7
有力,な-Adjective,1,7
素材,Noun,1,7
アウト-out,Noun,1,7
単独,な-Adjective,1,7
匿名,Noun,1,7
見舞う,Verb,1,7
安定,Noun,1,7
追及,Noun,1,7
とことん,Noun,1,7
隊,Suffix,1,7
正気,Noun,1,7
大当たり,Noun,1,7
小僧,Noun,1,7
落ち合う,Verb,1,7
絶望,Noun,1,7
列車,Noun,1,7
生き延びる,Verb,1,7
級,Suffix,1,7
頼もしい,い-Adjective,1,7
行,Noun,1,7
ユニーク-unique,な-Adjective,1,7
寄せる,Verb,1,7
丁目,Noun,1,7
誠意,Noun,1,7
専用,Noun,1,7
意図,Noun,1,7
追い込む,Verb,1,7
アルカナ-arcana,Noun,1,7
カジャ,Noun,1,7
底辺,Noun,1,7
休息,Noun,1,7
蓋,Noun,1,7
煮る,Verb,1,7
肉,Noun,62,6
病院,Noun,61,6
文化,Noun,49,6
うふふ,Interjection,45,6
向き合う,Verb,26,6
終える,Verb,23,6
御袋,Noun,21,6
地元,Noun,20,6
英語,Noun,19,6
大好き,な-Adjective,18,6
明るい,い-Adjective,18,6
夜中,Noun,17,6
期末,Noun,17,6
ほっ,Interjection,16,6
不審,Noun,15,6
騒がしい,い-Adjective,14,6
実家,Noun,13,6
両親,Noun,13,6
しんどい,い-Adjective,12,6
仕業,Noun,12,6
体験,Noun,12,6
菓子,Noun,12,6
手配,Noun,12,6
怪物,Noun,11,6
きちんと,Adverb,11,6
握る,Verb,10,6
王子,Noun,10,6
虫,Noun,10,6
傷付く,Verb,10,6
パン-pao,Noun,9,6
一々,Noun,9,6
掻く,Verb,9,6
施設,Noun,9,6
底,Noun,9,6
ひょっと,Adverb,9,6
ちょ,Particle,9,6
立,Prefix,9,6
学期,Noun,9,6
買い,Noun,9,6
引っ越す,Verb,8,6
引っ張る,Verb,8,6
人形,Noun,8,6
週末,Noun,8,6
嫉妬,Noun,8,6
励ます,Verb,8,6
同じく,Adverb,7,6
僅か,な-Adjective,7,6
現役,Noun,7,6
狂う,Verb,7,6
染みる,Verb,7,6
今一,Adverb,7,6
加わる,Verb,7,6
班,Noun,7,6
靴,Noun,7,6
ぽっち,Suffix,7,6
仮令,Adverb,7,6
通販,Noun,7,6
植物,Noun,7,6
無理矢理,Adverb,6,6
遣り直す,Verb,6,6
ショック-shock,Noun,6,6
魂,Noun,6,6
玩具,Noun,6,6
食らう,Verb,5,6
好き勝手,な-Adjective,5,6
ぐずぐず,Adverb,5,6
間近,な-Adjective,5,6
増す,Verb,5,6
雌,Noun,5,6
匂う,Verb,5,6
付き合い,Noun,5,6
遅く,Noun,5,6
熱,Noun,5,6
冬,Noun,5,6
さっぱり,Adverb,5,6
乗り越える,Verb,5,6
欲する,Verb,5,6
時計,Noun,5,6
争う,Verb,4,6
貢献,Noun,4,6
運転,Noun,4,6
コ,Code,4,6
切り上げる,Verb,4,6
以来,Noun,4,6
本屋,Noun,4,6
見当たる,Verb,4,6
驚き,Noun,4,6
裏返し,Noun,4,6
汚い,い-Adjective,4,6
秋,Noun,4,6
消費,Noun,4,6
塩,Noun,4,6
反抗,Noun,3,6
偽,Noun,3,6
試練,Noun,3,6
戦力,Noun,3,6
児,Suffix,3,6
印象,Noun,3,6
変人,Noun,3,6
響く,Verb,3,6
人目,Noun,3,6
彼是,Noun,3,6
メ,Code,3,6
確証,Noun,3,6
覚ます,Verb,3,6
丸い,い-Adjective,3,6
結末,Noun,3,6
足る,Verb,3,6
国家,Noun,3,6
作成,Noun,3,6
きらきら,Adverb,3,6
告げる,Verb,3,6
調達,Noun,3,6
哀れ,Noun,2,6
通常,Noun,2,6
大型,Noun,2,6
空間,Noun,2,6
奪い取る,Verb,2,6
もやもや,Adverb,2,6
最も,Adverb,2,6
要領,Noun,2,6
ランキング-ranking,Noun,2,6
懲りる,Verb,2,6
乱暴,Noun,2,6
解析,Noun,2,6
愚か者,Noun,2,6
乾く,Verb,2,6
苛々,Noun,2,6
障る,Verb,2,6
個性,Noun,2,6
ばらばら,な-Adjective,2,6
掬う,Verb,2,6
逝く,Verb,2,6
深,Prefix,2,6
働き,Noun,2,6
見極める,Verb,2,6
滅ぼす,Verb,2,6
制限,Noun,2,6
一目,Noun,2,6
黄色,Noun,2,6
黄色い,い-Adjective,2,6
気温,Noun,2,6
補給,Noun,2,6
自作,Noun,2,6
貧乏,Noun,2,6
存分,な-Adjective,2,6
逃がす,Verb,2,6
丁寧,な-Adjective,2,6
チーム-team,Noun,2,6
ショップ-shop,Noun,2,6
回答,Noun,2,6
棟,Noun,2,6
バトン-baton,Noun,2,6
下ろす,Verb,1,6
行き止まり,Noun,1,6
ストレス-stress,Noun,1,6
奇妙,な-Adjective,1,6
出鱈目,Noun,1,6
怠る,Verb,1,6
ママ-mama,Noun,1,6
段,Noun,1,6
定番,Noun,1,6
仕留める,Verb,1,6
放棄,Noun,1,6
出店,Noun,1,6
権,Suffix,1,6
アル-al,Noun,1,6
ニ,Code,1,6
拒む,Verb,1,6
輿論,Noun,1,6
多数,Noun,1,6
素人,Noun,1,6
悪魔,Noun,1,6
経営,Noun,1,6
カマー-comer,Noun,1,6
設定,Noun,1,6
フロスト-Frost,Noun,1,6
代理,Noun,1,6
聖域,Noun,1,6
目前,Noun,1,6
定める,Verb,1,6
遣っ付ける,Verb,1,6
押し,Noun,1,6
仕置き,Noun,1,6
愚痴,Noun,1,6
惚け,Noun,1,6
フリー-free,Noun,1,6
厳禁,Noun,1,6
最終,Noun,1,6
付き,Suffix,1,6
外食,Noun,1,6
侮辱,Noun,1,6
持て成し,Noun,1,6
本位,Noun,1,6
クレーム-claim,Noun,1,6
帰省,Noun,1,6
無様,Noun,1,6
遅れ,Noun,1,6
ごとし,Auxiliary Verb,1,6
マイ-my,Noun,1,6
素性,Noun,1,6
笑い,Noun,1,6
仕組む,Verb,1,6
階級,Noun,1,6
ゴール-goal,Noun,1,6
毎回,Noun,1,6
指定,Noun,1,6
根本,Noun,1,6
肯定,Noun,1,6
痛,Suffix,1,6
稼ぎ,Noun,1,6
矢,Noun,1,6
明かす,Verb,1,6
ピッチャー-pitcher,Noun,1,6
頑固,な-Adjective,1,6
ほっと,Adverb,31,5
推理,Noun,26,5
眼鏡,Noun,25,5
来週,Noun,25,5
笑顔,Noun,24,5
左,Noun,18,5
丸,Suffix,16,5
箱,Noun,15,5
ほほほ,Interjection,15,5
メール-mail,Noun,13,5
好意,Noun,13,5
宿題,Noun,13,5
玄関,Noun,12,5
受験,Noun,12,5
今朝,Noun,11,5
包む,Verb,11,5
遠く,Noun,10,5
キョ,Code,10,5
困難,Noun,9,5
歴史,Noun,9,5
裁く,Verb,9,5
気まずい,い-Adjective,9,5
さっ,Adverb,8,5
可笑しな,Adnominal,8,5
ベルベット-velvet,Noun,8,5
業,Suffix,8,5
抜き,Noun,8,5
キャラ-character,Noun,8,5
通,Suffix,8,5
地球,Noun,8,5
尊敬,Noun,8,5
職員,Noun,7,5
晴れ,Noun,7,5
はははは,Interjection,7,5
味噌,Noun,7,5
きゃあ,Interjection,7,5
予感,Noun,7,5
実感,Noun,7,5
供述,Noun,7,5
息,Noun,7,5
しゅっ,Adverb,7,5
現代,Noun,7,5
浮かぶ,Verb,7,5
利益,Noun,7,5
どれ,Interjection,6,5
振り回す,Verb,6,5
焼き,Suffix,6,5
時点,Noun,6,5
遅刻,Noun,6,5
放す,Verb,6,5
見通し,Noun,6,5
当時,Noun,6,5
地味,な-Adjective,6,5
マン-man,Noun,6,5
からかう,Verb,6,5
覆う,Verb,6,5
日記,Noun,6,5
清掃,Noun,6,5
金持ち,Noun,5,5
漏れる,Verb,5,5
気象,Noun,5,5
過ぎ-時間,Suffix,5,5
クラブ-club,Noun,5,5
早々,Noun,5,5
込める,Verb,5,5
企画,Noun,5,5
舞台,Noun,5,5
弱る,Verb,5,5
気遣う,Verb,5,5
髪,Noun,4,5
最新,Noun,4,5
ハナ,Noun,4,5
ちゅ,Adverb,4,5
覚醒,Noun,4,5
足し,Noun,4,5
梅雨,Noun,4,5
交わす,Verb,4,5
刑,Noun,4,5
程,Noun,4,5
オ,Code,4,5
肝,Noun,4,5
ムード-mood,Noun,4,5
泣かす,Verb,4,5
細い,い-Adjective,4,5
スーパー-super,Noun,4,5
紛れる,Verb,4,5
足掻く,Verb,4,5
奇遇,Noun,4,5
講習,Noun,4,5
独り暮らし,Noun,4,5
親友,Noun,4,5
磨き,Noun,4,5
義務,Noun,4,5
タ,Code,4,5
目玉,Noun,3,5
目茶苦茶,Noun,3,5
感動,Noun,3,5
うんざり,Adverb,3,5
向き,Suffix,3,5
よう,Interjection,3,5
ダイエット-diet,Noun,3,5
貯金,Noun,3,5
中止,Noun,3,5
スタート-start,Noun,3,5
値段,Noun,3,5
ブランク-blank,Noun,3,5
メンツ,Noun,3,5
ぱっ,Adverb,3,5
化粧,Noun,3,5
言い返す,Verb,3,5
優れる,Verb,3,5
大袈裟,な-Adjective,3,5
侮る,Verb,3,5
権力,Noun,3,5
初心,Noun,3,5
思い切り,Noun,3,5
受け止める,Verb,3,5
縋る,Verb,3,5
誓う,Verb,3,5
急用,Noun,3,5
皮肉,Noun,3,5
親子,Noun,3,5
めでたい,い-Adjective,3,5
折る,Verb,3,5
操る,Verb,2,5
成,Noun,2,5
客足,Noun,2,5
盛る,Verb,2,5
仕組み,Noun,2,5
がてら,Suffix,2,5
サボり,Noun,2,5
移す,Verb,2,5
却下,Noun,2,5
取り調べ,Noun,2,5
為出かす,Verb,2,5
くたくた,な-Adjective,2,5
遣り遂げる,Verb,2,5
鞄,Noun,2,5
共有,Noun,2,5
抗議,Noun,2,5
経緯,Noun,2,5
沈黙,Noun,2,5
ずれる,Verb,2,5
先月,Noun,2,5
崩す,Verb,2,5
熱狂,Noun,2,5
冷やす,Verb,2,5
辿る,Verb,2,5
充実,Noun,2,5
タイトル-title,Noun,2,5
ちゃちゃ,Adverb,2,5
ぴん,Adverb,2,5
冊,Suffix,2,5
イセ,Noun,2,5
年上,Noun,2,5
名誉,Noun,2,5
語り合う,Verb,2,5
ジョーク-joke,Noun,2,5
同情,Noun,2,5
ギブ-give,Noun,2,5
シン,Noun,2,5
配置,Noun,1,5
弱気,Noun,1,5
些とも,Adverb,1,5
彼方此方,Pronoun,1,5
防具,Noun,1,5
捕らえる,Verb,1,5
ピーク-peak,Noun,1,5
万端,Noun,1,5
天候,Noun,1,5
待ち合わせ,Noun,1,5
ぼこる,Verb,1,5
読み,Noun,1,5
器,Noun,1,5
差別,Noun,1,5
着せる,Verb,1,5
手間,Noun,1,5
段取り,Noun,1,5
ソフト-soft,Noun,1,5
手前,Noun,1,5
さらば,Interjection,1,5
ぎりぎり,Adverb,1,5
主義,Noun,1,5
不利,Noun,1,5
スルー-through,Noun,1,5
各所,Noun,1,5
煙,Noun,1,5
骨,Noun,1,5
解消,Noun,1,5
停止,Noun,1,5
コト,Code,1,5
出会す,Verb,1,5
仕切り直し,Noun,1,5
観念,Noun,1,5
エリート-elite,Noun,1,5
許し,Noun,1,5
請う,Verb,1,5
褒美,Noun,1,5
無知,Noun,1,5
ケ,Code,1,5
結晶,Noun,1,5
要する,Verb,1,5
平穏,Noun,1,5
尽きる,Verb,1,5
障害,Noun,1,5
ノイローゼ-Neurose,Noun,1,5
背負う,Verb,1,5
偽り,Noun,1,5
次ぐ,Verb,1,5
礼儀,Noun,1,5
乱れる,Verb,1,5
自立,Noun,1,5
強欲,Noun,1,5
私語,Noun,1,5
手子摺る,Verb,1,5
店内,Noun,1,5
癪,Noun,1,5
攻め,Noun,1,5
シーン-scene,Noun,1,5
苦情,Noun,1,5
敵意,Noun,1,5
号,Noun,1,5
脅し,Noun,1,5
傲慢,Noun,1,5
引き,Noun,1,5
手元,Noun,1,5
風体,Noun,1,5
通信,Noun,1,5
パ,Code,1,5
滅多,な-Adjective,1,5
崩壊,Noun,1,5
苦,Noun,1,5
惨め,な-Adjective,1,5
幸運,Noun,1,5
誌,Suffix,1,5
遠回し,Noun,1,5
抜け駆け,Noun,1,5
好評,Noun,1,5
心掛け,Noun,1,5
割り切る,Verb,1,5
重,Suffix,1,5
財布,Noun,1,5
差し,Noun,1,5
ハンバーガー-hamburger,Noun,1,5
混じる,Verb,1,5
剤,Suffix,1,5
照れる,Verb,27,4
神社,Noun,27,4
似合う,Verb,22,4
保健,Noun,19,4
具合,Noun,16,4
聴取,Noun,16,4
微妙,な-Adjective,16,4
知恵,Noun,14,4
去年,Noun,13,4
麺,Noun,12,4
復帰,Noun,12,4
中学,Noun,12,4
御覧,Noun,12,4
片付け,Noun,12,4
競る,Verb,10,4
香り,Noun,10,4
脱ぐ,Verb,10,4
証言,Noun,10,4
視線,Noun,9,4
タイム-time,Noun,9,4
鎧,Noun,9,4
まあまあ,Adverb,9,4
目撃,Noun,9,4
本の,Adnominal,9,4
次期,Noun,8,4
繋がり,Noun,8,4
トップ-top,Noun,8,4
事務,Noun,8,4
冷める,Verb,8,4
呼び出す,Verb,8,4
慌てる,Verb,8,4
決意,Noun,8,4
スポーツ-sport,Noun,8,4
にて,Particle,7,4
助け出す,Verb,7,4
たがる,Auxiliary Verb,7,4
だっ,Adverb,7,4
壺,Noun,7,4
厚い,い-Adjective,7,4
ナイフ-knife,Noun,7,4
一筋,Noun,6,4
タロウ,Noun,6,4
そわそわ,Adverb,6,4
叫ぶ,Verb,6,4
アンテナ-antenna,Noun,6,4
台,Noun,6,4
鮭,Noun,6,4
商売,Noun,6,4
草,Suffix,6,4
移る,Verb,6,4
負う,Verb,6,4
サイズ-size,Noun,6,4
住所,Noun,6,4
どっきり,Noun,6,4
石,Noun,6,4
土地,Noun,6,4
割る,Verb,6,4
雄,Noun,5,4
帯,Suffix,5,4
飛ばす,Verb,5,4
観光,Noun,5,4
太る,Verb,5,4
節介,Noun,5,4
午前,Noun,5,4
幼稚,な-Adjective,5,4
薄い,い-Adjective,5,4
いやはや,Interjection,5,4
やや,Adverb,5,4
猶,Conjunction,5,4
入り,Noun,5,4
情けない,い-Adjective,5,4
おら,Interjection,5,4
合図,Noun,5,4
人手,Noun,5,4
此の世,Noun,5,4
野放し,Noun,5,4
冷える,Verb,5,4
根拠,Noun,5,4
純粋,な-Adjective,5,4
ガス-gas,Noun,5,4
分かり合う,Verb,5,4
満たす,Verb,5,4
熱心,な-Adjective,5,4
手入れ,Noun,5,4
鏡,Suffix,5,4
課する,Verb,4,4
地方,Noun,4,4
止す,Verb,4,4
直前,Noun,4,4
目茶,Adverb,4,4
上等,Noun,4,4
退ける,Verb,4,4
入学,Noun,4,4
べた,Noun,4,4
腰,Noun,4,4
幸い,Adverb,4,4
重ねる,Verb,4,4
ぶっ,Adverb,4,4
ラブ-love,Noun,4,4
現,Prefix,4,4
始まり,Noun,4,4
六,Noun,4,4
どの道,Adverb,4,4
遠ざける,Verb,4,4
罪人,Noun,4,4
嘘吐き,Noun,4,4
けじめ,Noun,4,4
鍋,Noun,4,4
ほれ,Interjection,3,4
目眩,Noun,3,4
気楽,な-Adjective,3,4
うろうろ,Adverb,3,4
目下,Noun,3,4
括弧,Noun,3,4
捜し出す,Verb,3,4
入り込む,Verb,3,4
晴れ間,Noun,3,4
オーバー-over,Noun,3,4
食欲,Noun,3,4
バイク-bike,Noun,3,4
十,Noun,3,4
脅かす,Verb,3,4
捲り,Suffix,3,4
一切,Noun,3,4
髪の毛,Noun,3,4
見失う,Verb,3,4
分かれる,Verb,3,4
休める,Verb,3,4
日付け,Noun,3,4
余る,Verb,3,4
大概,Noun,3,4
カップル-couple,Noun,3,4
所詮,Adverb,3,4
サイン-sign,Noun,3,4
見解,Noun,3,4
依然,Adverb,3,4
匹,Suffix,3,4
踊る,Verb,3,4
仕切り直す,Verb,3,4
鬱陶しい,い-Adjective,3,4
まんまと,Adverb,3,4
遣り残す,Verb,3,4
終点,Noun,3,4
仕上げ,Noun,3,4
仕込む,Verb,3,4
敬意,Noun,3,4
輝き,Noun,3,4
呪う,Verb,3,4
多発,Noun,3,4
券,Noun,3,4
窺う,Verb,2,4
速攻,Noun,2,4
付近,Noun,2,4
背後,Noun,2,4
椅子,Noun,2,4
ナア,Noun,2,4
強気,Noun,2,4
バックアップ-backup,Noun,2,4
相応,Noun,2,4
さす,Verb,2,4
びんびん,Adverb,2,4
ともあれ,Adverb,2,4
落ち着ける,Verb,2,4
ヤロウ-外国,Noun,2,4
大胆,な-Adjective,2,4
スピード-speed,Noun,2,4
売り,Noun,2,4
深刻,な-Adjective,2,4
ちくる,Verb,2,4
酷,な-Adjective,2,4
危うい,い-Adjective,2,4
プロデュース-produce,Noun,2,4
達する,Verb,2,4
反撃,Noun,2,4
エース-ace,Noun,2,4
知り合う,Verb,2,4
八,Noun,2,4
定期,Noun,2,4
一丁,Noun,2,4
どう-（オノマトペ）,Adverb,2,4
憧れ,Noun,2,4
フル-full,な-Adjective,2,4
殺害,Noun,2,4
アクション-action,Noun,2,4
不能,Noun,2,4
幼い,い-Adjective,2,4
持ち込む,Verb,2,4
手際,Noun,2,4
来,Suffix,2,4
プライド-pride,Noun,2,4
大-大学,Suffix,2,4
決断,Noun,2,4
放し,Suffix,2,4
視,Suffix,2,4
凶悪,な-Adjective,2,4
下見,Noun,2,4
極く,Adverb,2,4
身分,Noun,2,4
暮れる,Verb,2,4
審判,Noun,2,4
大声,Noun,2,4
見込む,Verb,2,4
比較,Noun,2,4
一理,Noun,2,4
作,Suffix,2,4
濡れる,Verb,2,4
地形,Noun,2,4
航海,Noun,2,4
賞,Noun,2,4
餌,Noun,2,4
防止,Noun,2,4
切り替える,Verb,2,4
手応え,Noun,2,4
タケ,Noun,2,4
渋い,い-Adjective,2,4
程々,Noun,2,4
突き付ける,Verb,2,4
社交,Noun,2,4
振る舞う,Verb,2,4
似合い,Noun,2,4
片端,Noun,2,4
見放す,Verb,2,4
人前,Noun,2,4
レッテル-letter,Noun,2,4
待ち受ける,Verb,1,4
ハウス-house,Noun,1,4
街頭,Noun,1,4
促す,Verb,1,4
スキャンダル-scandal,Noun,1,4
部外,Noun,1,4
芽,Noun,1,4
引き出す,Verb,1,4
広める,Verb,1,4
伝,Suffix,1,4
大して,Adverb,1,4
持参,Noun,1,4
失せる,Verb,1,4
アン,Code,1,4
広げる,Verb,1,4
ナンバー-number,Noun,1,4
強力,な-Adjective,1,4
ばっくれる,Verb,1,4
スペース-space,Noun,1,4
手短,な-Adjective,1,4
私服,Noun,1,4
ラスト-last,Noun,1,4
大金,Noun,1,4
タイ-Thailand,Noun,1,4
ぷんぷん,Adverb,1,4
決して,Adverb,1,4
ショ,Code,1,4
中継,Noun,1,4
対抗,Noun,1,4
平均,Noun,1,4
フォロー-follow,Noun,1,4
物分かり,Noun,1,4
ネムリ,Noun,1,4
ナイス-nice,Noun,1,4
糧,Noun,1,4
くう,Interjection,1,4
タイ,Code,1,4
怒らす,Verb,1,4
存知,Noun,1,4
見せ掛ける,Verb,1,4
ハード-hard,Noun,1,4
潜む,Verb,1,4
持ち切り,Noun,1,4
ブン,Noun,1,4
接近,Noun,1,4
バッター-batter,Noun,1,4
潔い,い-Adjective,1,4
ライバル-rival,Noun,1,4
退散,Noun,1,4
制裁,Noun,1,4
寝,Noun,1,4
