Word,Lemma,POS,# Occurrences
黒服,黒服,Noun,2
サングラス,サングラス-sunglasses,Noun,2
託し,託する,Verb,2
巻き込む,巻き込む,Verb,2
荒らさ,荒らす,Verb,2
丁寧,丁寧,な-Adjective,2
にらま,睨む,Verb,2
アッサリ,あっさり,Adverb,2
話し合っ,話し合う,Verb,2
名誉,名誉,Noun,2
狂う,狂う,Verb,2
込ん,込む,Verb,2
浮かび上がっ,浮かび上がる,Verb,2
あかい,赤い,い-Adjective,2
なぞなぞ,謎々,Noun,2
バッチ,バッチ-batch,Noun,2
暗号,暗号,Noun,2
光る,光る,Verb,2
ボード,ボード-board,Noun,2
ぶる,振る,Suffix,2
テーブル,テーブル-table,Noun,2
万年,万年,Noun,2
付か,付く,Verb,2
かしげ,傾げる,Verb,2
ゴミ箱,塵箱,Noun,2
困惑,困惑,Noun,2
近,近い,い-Adjective,2
工作,工作,Noun,2
揃い,揃い,Noun,2
重荷,重荷,Noun,2
挫折,挫折,Noun,2
助手,助手,Noun,2
練,練,Suffix,2
いっす,逸する,Verb,2
リバウンド,リバウンド-rebound,Noun,2
シュート,シュート-shoot,Noun,2
弱小,弱小,Noun,2
コー,コウ,Noun,2
いし,石,Noun,2
バア,婆,Noun,2
喜べ,喜ぶ,Verb,2
交代,交代,Noun,2
そい,其れ,Pronoun,2
社交,社交,Noun,2
継が,継ぐ,Verb,2
親戚,親戚,Noun,2
帰れよ,返る,Verb,2
アッタマ,頭,Noun,2
チーム,チーム-team,Noun,2
粘り強く,粘り強い,い-Adjective,2
家の子,家の子,Noun,2
墓,墓,Noun,2
保管,保管,Noun,2
レー,レー,Code,2
語り合っ,語り合う,Verb,2
早かっ,早い,い-Adjective,2
ムッと,むっと,Adverb,2
さりげない,さり気無い,い-Adjective,2
てよう,てる,Auxiliary Verb,2
片づけ,片付け,Noun,2
マーボー,マーボー,Noun,2
ライス,ライス-rice,Noun,2
ちゃる,ちゃる,Auxiliary Verb,2
ギョーザ,ギョーザ,Noun,2
溶け込ん,溶け込む,Verb,2
言い合い,言い合い,Noun,2
れれ,れる,Auxiliary Verb,2
舞い上がっ,舞い上がる,Verb,2
話し合わ,話し合う,Verb,2
ひと時,一時,Noun,2
応対,応対,Noun,2
サント,サント-Sainte,Noun,2
北尾,キタオ,Noun,2
ガーゼ,ガーゼ-Gaze,Noun,2
再度,再度,Noun,2
汚れ,汚れる,Verb,2
可愛らしい,可愛らしい,い-Adjective,2
息苦しい,息苦しい,い-Adjective,2
アメリカン,アメリカン-American,Noun,2
ジョーク,ジョーク-joke,Noun,2
田んぼ,田圃,Noun,2
ピチピチ,ぴちぴち,Adverb,2
忘れよう,忘れる,Verb,2
辞める,止める,Verb,2
生きろ,生きる,Verb,2
ぬるい,温い,い-Adjective,2
甘える,甘える,Verb,2
遠巻き,遠巻き,Noun,2
同情,同情,Noun,2
飽きる,飽きる,Verb,2
開こう,開く,Verb,2
賞味,賞味,Noun,2
期限,期限,Noun,2
ゆがめ,歪める,Verb,2
一通り,一通り,Noun,2
向こう岸,向こう岸,Noun,2
さようなら,さようなら,Interjection,2
ハンサム,ハンサム-handsome,な-Adjective,2
一座,一座,Noun,2
遊ば,遊ぶ,Verb,2
川辺,カワベ,Noun,2
暇つぶし,暇潰し,Noun,2
小生,小生,Noun,2
当たる,当たる,Verb,2
罰,罰,Noun,2
真っ先,真っ先,Noun,2
似合い,似合い,Noun,2
長生き,長生き,Noun,2
ＭＡＸ,マックス-max,Noun,2
素行,素行,Noun,2
片っ端,片端,Noun,2
家柄,家柄,Noun,2
由緒,由緒,Noun,2
ころがし,転がす,Verb,2
補講,補講,Noun,2
ショップ,ショップ-shop,Noun,2
ノド,喉,Noun,2
顧問,顧問,Noun,2
講堂,講堂,Noun,2
不快,不快,Noun,2
止めろ,止める,Verb,2
叱っ,叱る,Verb,2
回答,回答,Noun,2
原,ハラ,Noun,2
階段,階段,Noun,2
恥ずかしかっ,恥ずかしい,い-Adjective,2
アロマ,アロマ-aroma,Noun,2
あんなん,アンナン,Noun,2
キャッ,きゃあ,Interjection,2
付き合わ,付き合う,Verb,2
伸び,伸びる,Verb,2
ゆくゆく,行く行く,Adverb,2
企業,企業,Noun,2
校則,校則,Noun,2
イコール,イコール-equal,Noun,2
裏腹,裏腹,な-Adjective,2
ドア,ドア-door,Noun,2
めでたい,めでたい,い-Adjective,2
慎ましく,慎ましい,い-Adjective,2
離婚,離婚,Noun,2
やり直そう,遣り直す,Verb,2
発声,発声,Noun,2
むぎ,麦,Noun,2
磨ける,磨く,Verb,2
たん,たん,Suffix,2
喉,喉,Noun,2
ギブ,ギブ-give,Noun,2
熱く,熱い,い-Adjective,2
情感,情感,Noun,2
夫役,夫役,Noun,2
演じる,演ずる,Verb,2
キス,キス-kiss,Noun,2
コンクール,コンクール-concours,Noun,2
台本,台本,Noun,2
あげろ,上げる,Verb,2
奪っ,奪う,Verb,2
ぎゅっ,ぎゅっ,Adverb,2
憎かっ,憎い,い-Adjective,2
棟,棟,Noun,2
オ・ア・ズ・ケ,,Noun,2
楽譜,楽譜,Noun,2
福祉,福祉,Noun,2
片付ける,片付ける,Verb,2
人前,人前,Noun,2
部費,部費,Noun,2
演出,演出,Noun,2
パート,パート-part,Noun,2
叶う,叶う,Verb,2
気付き,気付く,Verb,2
音色,音色,Noun,2
コンサート,コンサート-concert,Noun,2
なぐる,殴る,Verb,2
後妻,後妻,Noun,2
ようふく,洋服,Noun,2
母性,母性,Noun,2
講演,講演,Noun,2
バキューム,バキューム-vacuum,Noun,2
クローバー,クローバー-clover,Noun,2
レッテル,レッテル-letter,Noun,2
さいご,最後,Noun,2
とー,と,Interjection,2
センパイ,先輩,Noun,2
センパーイ,,Noun,2
後ほど,後程,Noun,2
企ん,企む,Verb,2
止まり,止まる,Verb,2
尽くそう,尽くす,Verb,2
かわいく,可愛い,い-Adjective,2
もらおっ,貰う,Verb,2
戦車,戦車,Noun,2
教皇,教皇,Noun,2
オンチ,音痴,Noun,2
ちみ,魑魅,Noun,2
シナ,支那,Noun,2
衣,衣,Noun,2
煮詰める,煮詰める,Verb,2
溶かし,溶かす,Verb,2
足す,足す,Verb,2
焼きあがり,焼き上がる,Verb,2
弾力,弾力,Noun,2
肉汁,肉汁,Noun,2
網,網,Noun,2
焼く,焼く,Verb,2
イモ,芋,Noun,2
鶏,鶏,Noun,2
鶏肉,鶏肉,Noun,2
バニラ,バニラ-vanilla,Noun,2
オーデコロン,,Noun,2
なめらか,滑らか,な-Adjective,2
みりん,味醂,Noun,2
香ばしい,香ばしい,い-Adjective,2
玉子,卵,Noun,2
スープ,スープ-soup,Noun,2
冷ます,冷ます,Verb,2
近火,近火,Noun,2
切れ目,切れ目,Noun,2
調味,調味,Noun,2
羨ましい,羨ましい,い-Adjective,2
野菜,野菜,Noun,2
プロテイン,プロテイン-protein,Noun,2
アミノ,アミノ-amino,Noun,2
一家,一家,Noun,2
出汁,出し,Noun,2
教え合う,教え合う,Verb,2
役立っ,役立つ,Verb,2
早まり,早まる,Verb,2
いらっ,いら,Adverb,2
カキ氷,欠き氷,Noun,2
炎天,炎天,Noun,2
吹い,吹く,Verb,2
我,我,Pronoun,2
仕上がり,仕上がる,Verb,2
ぶん,分,Noun,2
ずこう,図工,Noun,2
読書,読書,Noun,2
どく,どく,Adverb,2
ツメ,詰め,Noun,2
劇,劇,Noun,2
イブ,イブ-eve,Noun,2
ムサ,ムサ,Noun,2
湿っぽい,湿っぽい,い-Adjective,2
温め,温める,Verb,2
誓う,誓う,Verb,2
ＮＧＯ,ＮＧＯ,Noun,2
振り向か,振り向く,Verb,2
送り出し,送り出す,Verb,2
バトン,バトン-baton,Noun,2
震わせる,震わせる,Verb,2
バイ,バイ-by,Noun,2
お初,オハツ,Noun,1
狭間,狭間,Noun,1
待ち受け,待ち受ける,Verb,1
操っ,操る,Verb,1
まみえる,見える,Verb,1
つど,都度,Noun,1
被ら,被る,Verb,1
追々,追い追い,Adverb,1
男前,男前,Noun,1
遼太郎,リョウタロウ,Noun,1
オムツ替え,御襁褓替え,Noun,1
乗り物,乗り物,Noun,1
にち,日,Noun,1
箸,箸,Noun,1
一服,一服,Noun,1
きみ,君-代名詞,Pronoun,1
ぐあい,具合,Noun,1
長旅,長旅,Noun,1
ちと,一寸,Adverb,1
アタリ,当たり,Noun,1
飯,飯,Noun,1
雨雲,雨雲,Noun,1
ソウサ,ソウサ-sousa,Noun,1
市議,市議,Noun,1
適切,適切,な-Adjective,1
進退,進退,Noun,1
夫人,夫人,Noun,1
慰謝,慰謝,Noun,1
争う,争う,Verb,1
テレビジョン,テレビジョン-television,Noun,1
所属,所属,Noun,1
自粛,自粛,Noun,1
デー,デー-day,Noun,1
やい,焼く,Verb,1
メダマ,目玉,Noun,1
つくれ,作る,Verb,1
とちゅう,途中,Noun,1
悪夢,悪夢,Noun,1
交差,交差,Noun,1
正門,正門,Noun,1
本意,本意,Noun,1
ただれ,爛れる,Verb,1
へんぴ,辺鄙,Noun,1
いわば,言わば,Adverb,1
色目,色目,Noun,1
列,列,Noun,1
窓際,窓際,Noun,1
妖し,怪しい,い-Adjective,1
刻ん,刻む,Verb,1
マセ,ませる,Verb,1
着席,着席,Noun,1
運の尽き,運の尽き,Noun,1
かっわい,可愛い,い-Adjective,1
交遊,交遊,Noun,1
浮つい,浮つく,Verb,1
清く,清い,い-Adjective,1
しんどい,しんどい,い-Adjective,1
セクハラ,セクハラ-sexual harassment,Noun,1
パパラッチ,パパラッチ-paparazzi,Noun,1
かかん,掛かる,Verb,1
学区,学区,Noun,1
動員,動員,Noun,1
速やか,速やか,な-Adjective,1
真横,真横,Noun,1
繰り出し,繰り出し,Noun,1
どわっ,どわ,Adverb,1
ヒビ,皹,Noun,1
張り倒さ,張り倒す,Verb,1
シトロン,シトロン-citron,Noun,1
なのっ,名乗る,Verb,1
罪作り,罪作り,な-Adjective,1
イジメん,苛める,Verb,1
余所,余所,Noun,1
神山,カミヤマ,Noun,1
染め物,染め物,Noun,1
焼き物,焼き物,Noun,1
隠れ家,隠れ家,Noun,1
保っ,保つ,Verb,1
恥ずい,はずい,い-Adjective,1
モテん,もてる,Verb,1
消防,消防,Noun,1
下ろし,下ろす,Verb,1
恐い,怖い,い-Adjective,1
おめえ,御前,Pronoun,1
新米,新米,Noun,1
本庁,本庁,Noun,1
地取り,地取り,Noun,1
正午,正午,Noun,1
いなば,イナバ,Noun,1
はたらい,働く,Verb,1
両面,両面,Noun,1
特有,特有,な-Adjective,1
検証,検証,Noun,1
やね,屋根,Noun,1
みつかっ,見付かる,Verb,1
はやっ,流行る,Verb,1
口ずさん,口ずさむ,Verb,1
比べりゃ,比べる,Verb,1
食いもん,食い物,Noun,1
野暮ったい,野暮ったい,い-Adjective,1
詫び,詫び,Noun,1
おごん,驕る,Verb,1
ハウス,ハウス-house,Noun,1
もお,もう,Adverb,1
たわいない,たわいない,い-Adjective,1
売り上げ,売り上げ,Noun,1
デパート,デパート-department,Noun,1
燃え上がる,燃え上がる,Verb,1
禁断,禁断,Noun,1
盛り上がれ,盛り上がる,Verb,1
ひひひ,ひひひ,Interjection,1
煙る,煙る,Verb,1
ぼかさ,暈かす,Verb,1
戸惑っ,戸惑う,Verb,1
悲惨,悲惨,Noun,1
懸念,懸念,Noun,1
奇怪,奇怪,Noun,1
ひっかけ,引っ掛ける,Verb,1
吊るす,吊るす,Verb,1
殺到,殺到,Noun,1
血税,血税,Noun,1
トラブル,トラブル-trouble,Noun,1
独自,独自,な-Adjective,1
雨音,雨音,Noun,1
処刑,処刑,Noun,1
くべつ,区別,Noun,1
ふわっ,ふわ,Adverb,1
買い替え,買い替え,Noun,1
品揃え,品揃え,Noun,1
月間,月間,Noun,1
チョアー,,Noun,1
薄型,薄型,Noun,1
突き抜け,突き抜ける,Verb,1
発売,発売,Noun,1
コネ,コネ-connection,Noun,1
展示,展示,Noun,1
大きけれ,大きい,い-Adjective,1
イリュージョン,イリュージョン-illusion,Noun,1
モレ,モレ-mole,Noun,1
レる,れる,Auxiliary Verb,1
もらし,漏らす,Verb,1
回帰,回帰,Noun,1
無きゃ,無い,い-Adjective,1
却って,却って,Adverb,1
遠ざかっ,遠ざかる,Verb,1
行き止まり,行き止まり,Noun,1
アーッ,ああ,Interjection,1
かんべん,勘弁,Noun,1
炎,炎,Suffix,1
メチャメチャ,目茶目茶,Adverb,1
椅子,椅子,Noun,1
あからさま,あからさま,な-Adjective,1
配置,配置,Noun,1
鉄骨,鉄骨,Noun,1
サル,猿,Noun,1
ゆめ,夢,Noun,1
おかず,御数,Noun,1
採り,取る,Verb,1
シニア,シニア-senior,Noun,1
見逃し,見逃し,Noun,1
げっ,げえ,Interjection,1
だる,怠い,い-Adjective,1
増える,増える,Verb,1
雨足,雨脚,Noun,1
弱まっ,弱まる,Verb,1
寒気,寒気,Noun,1
たまっ,溜まる,Verb,1
傷心,傷心,Noun,1
ようじ,楊枝,Noun,1
ウワサ話,噂話,Noun,1
節度,節度,Noun,1
街頭,街頭,Noun,1
電柱,電柱,Noun,1
ユメ,夢,Noun,1
もがい,もがく,Verb,1
言い切ら,言い切る,Verb,1
馬鹿げ,馬鹿げる,Verb,1
取り合う,取り合う,Verb,1
騒,騒ぎ,Noun,1
端,端,Noun,1
放す,放す,Verb,1
チミタチ,,Noun,1
ムリやり,無理矢理,Adverb,1
危ねー,危ない,い-Adjective,1
もぐる,潜る,Verb,1
言い切れる,言い切る,Verb,1
通行,通行,Noun,1
弱気,弱気,Noun,1
トル,トル-torr,Noun,1
フザケ,ふざける,Verb,1
めちゃくちゃ,目茶苦茶,Noun,1
ヨヨヨヨ,,Noun,1
余地,余地,Noun,1
頼める,頼む,Verb,1
ワカン,ワカン,Noun,1
入り込ん,入り込む,Verb,1
役立つ,役立つ,Verb,1
しみ,染みる,Verb,1
叩い,叩く,Verb,1
ショボ,しょぼい,い-Adjective,1
甦る,蘇る,Verb,1
出現,出現,Noun,1
タメ口,ため口,Noun,1
乗,乗,Noun,1
けそう,消す,Verb,1
再開,再開,Noun,1
潰れれ,潰れる,Verb,1
売上,売り上げ,Noun,1
切れ端,切れ端,Noun,1
写っ,写る,Verb,1
怒鳴る,怒鳴る,Verb,1
無くなれ,無くなる,Verb,1
ウゼー,,Noun,1
ヘラヘラ,へらへら,Adverb,1
あわよくば,あわよくば,Adverb,1
くくく,くくく,Interjection,1
生まれたて,生まれ立て,Noun,1
ムズ,,Noun,1
ひっくるめ,引っ括める,Verb,1
押さえ込ん,押さえ込む,Verb,1
核,核,Noun,1
宿主,宿主,Noun,1
ちっとも,些とも,Adverb,1
さまよっ,さ迷う,Verb,1
リョーカイ,,Noun,1
ハイー,はい,Interjection,1
ムギュウ,,Noun,1
警戒,警戒,Noun,1
見なし,見なす,Verb,1
あがっ,上がる,Verb,1
サイッテー,,Noun,1
腹立つ,腹立つ,Verb,1
謝ろ,謝る,Verb,1
ヘトヘト,へとへと,な-Adjective,1
打ち合わせ,打ち合わせ,Noun,1
住宅,住宅,Noun,1
極めて,極めて,Adverb,1
手つだっ,手伝う,Verb,1
さら,皿,Noun,1
あらわ,露わ,な-Adjective,1
構える,構える,Verb,1
随一,随一,Noun,1
源泉,源泉,Noun,1
かけ流し,掛け流し,Noun,1
ラドン,ラドン-radon,Noun,1
泉,泉,Suffix,1
備え,備える,Verb,1
遠方,遠方,Noun,1
リピーター,リピーター-repeater,Noun,1
一線,一線,Noun,1
一人娘,一人娘,Noun,1
観測,観測,Noun,1
住まい,住まい,Noun,1
延長,延長,Noun,1
促さ,促す,Verb,1
選び取っ,選び取る,Verb,1
支払う,支払う,Verb,1
代価,代価,Noun,1
従い,従う,Verb,1
外側,外側,Noun,1
事物,事物,Noun,1
現れ出る,現われ出る,Verb,1
相対,相対,Noun,1
鎧う,鎧う,Verb,1
御する,御する,Verb,1
満ちる,満ちる,Verb,1
育み,育む,Verb,1
築か,築く,Verb,1
照らす,照らす,Verb,1
輝かしい,輝かしい,い-Adjective,1
道標,道標,Noun,1
めさ,召す,Verb,1
眠り,眠り,Noun,1
突っ込め,突き込む,Verb,1
授かっ,授かる,Verb,1
のけ,退ける,Verb,1
さし,さす,Verb,1
着物,着物,Noun,1
かいつまん,掻い摘む,Verb,1
確かめん,確かめる,Verb,1
待ち合わせよう,待ち合わせる,Verb,1
噛み付い,噛み付く,Verb,1
しーっ,しい,Interjection,1
歯型,歯型,Noun,1
寂,寂,Noun,1
坊,坊,Suffix,1
出歩い,出歩く,Verb,1
つながる,繋がる,Verb,1
物証,物証,Noun,1
通話,通話,Noun,1
向く,向く,Verb,1
揺さぶっ,揺さぶる,Verb,1
スキャンダル,スキャンダル-scandal,Noun,1
市外,市外,Noun,1
泊り込み,泊まり込む,Verb,1
前後,前後,Noun,1
生き残っ,生き残る,Verb,1
まわり,周り,Suffix,1
洗う,洗う,Verb,1
早起き,早起き,Noun,1
早おき,早起き,Noun,1
週明け,週明け,Noun,1
模様,模様,Noun,1
ほそう,舗装,Noun,1
ヤード,ヤード-yard,Noun,1
心許ない,心許ない,い-Adjective,1
カタナ,刀,Noun,1
ナタ,鉈,Noun,1
ジュネスオリジナルブランド,,Noun,1
挙動,挙動,Noun,1
二人組,二人組,Noun,1
所持,所持,Noun,1
求む,求める,Verb,1
万引き,万引き,Noun,1
マニア,マニア-mania,Noun,1
アブナイ,危ない,い-Adjective,1
っちゅう,つう,Auxiliary Verb,1
連行,連行,Noun,1
あちこち,彼方此方,Pronoun,1
配備,配備,Noun,1
補導,補導,Noun,1
歴,歴,Suffix,1
デス,です,Auxiliary Verb,1
デリケート,デリケート-delicate,な-Adjective,1
舞い,舞,Noun,1
過敏,過敏,Noun,1
接客,接客,Noun,1
浴びせ,浴びせる,Verb,1
ストレス,ストレス-stress,Noun,1
ホノ,,Noun,1
めかし,めかす,Suffix,1
ヤーバ,,Noun,1
マズかっ,不味い,い-Adjective,1
部外,部外,Noun,1
立ち話,立ち話,Noun,1
キレん,切れる,Verb,1
あっと,アット-at,Noun,1
丸腰,丸腰,Noun,1
何屋,何屋,Noun,1
工房,工房,Noun,1
金属,金属,Noun,1
製,製,Suffix,1
前出,前出,Noun,1
防具,防具,Noun,1
５０００,,Noun,1
提げ,下げる,Verb,1
混ん,混む,Verb,1
奇妙,奇妙,な-Adjective,1
ポケット,ポケット-pocket,Noun,1
奪い取り,奪い取る,Verb,1
迫り,迫る,Verb,1
こなす,熟す,Verb,1
育め,育む,Verb,1
切り札,切り札,Noun,1
掛け合わせ,掛け合わせる,Verb,1
使い分ける,使い分ける,Verb,1
芽,芽,Noun,1
手札,手札,Noun,1
捉え,捕らえる,Verb,1
掴み取る,掴み取る,Verb,1
よくよく,良く良く,Adverb,1
全書,全書,Noun,1
引き出せる,引き出す,Verb,1
気軽,気軽,な-Adjective,1
申し付け,申し付ける,Verb,1
敗れる,敗れる,Verb,1
ミソ,味噌,Noun,1
シッケイ,失敬,Noun,1
ワカラヘン,,Noun,1
為っ,成る,Verb,1
バナシ,話,Noun,1
ダジャレ,駄洒落,Noun,1
トッ,,Noun,1
生み出さ,生み出す,Verb,1
溶け,溶ける,Verb,1
はかなく,儚い,い-Adjective,1
跡継ぎ,跡継ぎ,Noun,1
ユキコ,ユキコ,Noun,1
色白,色白,Noun,1
チヤホヤ,ちやほや,Adverb,1
卑屈,卑屈,Noun,1
抑えつける,押さえ付ける,Verb,1
きゃーっ,きゃあ,Interjection,1
はっはっは,ははは,Interjection,1
立て直そう,立て直す,Verb,1
戦える,戦う,Verb,1
体勢,体勢,Noun,1
立て直す,立て直す,Verb,1
引き返せ,引き返す,Verb,1
テンパっ,テンパる,Verb,1
じゃじゃ,じゃじゃ,Adverb,1
ロン,ロン-Long,Noun,1
助け合っ,助け合う,Verb,1
凄い,凄い,い-Adjective,1
安眠,安眠,Noun,1
疲労,疲労,Noun,1
ピーク,ピーク-peak,Noun,1
任さ,任す,Verb,1
備えよう,備える,Verb,1
万端,万端,Noun,1
天候,天候,Noun,1
平日,平日,Noun,1
食卓,食卓,Noun,1
囲ん,囲む,Verb,1
各,各,Prefix,1
気圧,気圧,Noun,1
きめる,決める,Verb,1
はれ,腫れ,Noun,1
はれる,腫れる,Verb,1
惚れる,惚れる,Verb,1
頼れ,頼る,Verb,1
かこつけ,託ける,Verb,1
助け出さ,助け出す,Verb,1
装備,装備,Noun,1
デタラメ,出鱈目,Noun,1
さてさて,さてさて,Conjunction,1
高まる,高まる,Verb,1
反面,反面,Noun,1
隠れんぼ,隠れん坊,Noun,1
あらら,あら,Interjection,1
ららら,ららら,Interjection,1
連れ出せ,連れ出す,Verb,1
じーっと,じっと,Adverb,1
食らえ,食らう,Verb,1
ホンネ,本音,Noun,1
うふふふ,うふふ,Interjection,1
心細く,心細い,い-Adjective,1
ウム,うむ,Interjection,1
ゥ,ぅ,Auxiliary Symbol,1
コノ,此の,Adnominal,1
出よ,出る,Verb,1
抑え付け,押さえ付ける,Verb,1
ハンパ,半端,Noun,1
こき使わ,扱き使う,Verb,1
イタ,イタ,Noun,1
手洗,手洗い,Noun,1
営業,営業,Noun,1
エイギョウ,,Noun,1
出さす,出さす,Verb,1
来客,来客,Noun,1
割れる,割れる,Verb,1
歩き回ん,歩き回る,Verb,1
ブチ,斑,Noun,1
めす,雌,Noun,1
きつね,狐,Noun,1
ごっそり,ごっそり,Adverb,1
メェェェ,,Noun,1
腹ペコ,腹ぺこ,Noun,1
子羊,子羊,Noun,1
空腹,空腹,Noun,1
染み入る,染み入る,Verb,1
いかれ,いかれる,Verb,1
打とう,打つ,Verb,1
協議,協議,Noun,1
芳醇,芳醇,Noun,1
同罪,同罪,Noun,1
名産,名産,Noun,1
広めん,広める,Verb,1
程遠い,程遠い,い-Adjective,1
伝,伝,Suffix,1
部下,部下,Noun,1
突か,突く,Verb,1
イタタタタ,,Noun,1
遺留,遺留,Noun,1
近しい,近しい,い-Adjective,1
ゲンナリ,げんなり,Adverb,1
定時,定時,Noun,1
上がれる,上がる,Verb,1
怠ら,怠る,Verb,1
隠そう,隠す,Verb,1
大して,大して,Adverb,1
指先,指先,Noun,1
先端,先端,Noun,1
ガード,ガード-guard,Noun,1
はっはっはっ,ははは,Interjection,1
ウケ狙い,受け狙い,Noun,1
混む,混む,Verb,1
金庫,金庫,Noun,1
乗り捨て,乗り捨てる,Verb,1
土木,土木,Noun,1
かわっ,変わる,Verb,1
戸締り,戸締まり,Noun,1
ムキ,むき,Noun,1
ママ,ママ-mama,Noun,1
ジコ,ジコ,Noun,1
たこやき,蛸焼き,Noun,1
先頃,先頃,Noun,1
持ち去ら,持ち去る,Verb,1
プメナ・スシン,,Noun,1
２６,,Noun,1
スシ,寿司,Noun,1
ただいまー,只今,Noun,1
空ける,空ける,Verb,1
公平,公平,Noun,1
鳴り,鳴る,Verb,1
寿命,寿命,Noun,1
縮ん,縮む,Verb,1
免許,免許,Noun,1
層,層,Noun,1
ジタバタ,じたばた,Adverb,1
天,天,Noun,1
叩く,叩く,Verb,1
ビミョー,微妙,な-Adjective,1
文中,文中,Noun,1
後姿,後ろ姿,Noun,1
現国,現国,Noun,1
地学,地学,Noun,1
最も,最も,Adverb,1
マックスウェル,マクスウェル-maxwell,Noun,1
さァ,さあ,Interjection,1
作ん,作る,Verb,1
待ち合わせ,待ち合わせ,Noun,1
ウルサい,煩い,い-Adjective,1
おびやかす,脅かす,Verb,1
見せ付ける,見せ付ける,Verb,1
格,格,Noun,1
襲い掛かっ,襲い掛かる,Verb,1
見世,店,Noun,1
しり,尻,Noun,1
中３,中三,Noun,1
受かっ,受かる,Verb,1
ボカシ,暈し,Noun,1
丸分かり,丸分かり,Noun,1
見えれ,見える,Verb,1
人相,人相,Noun,1
点っ,灯る,Verb,1
オホンッ,,Noun,1
食い違う,食い違う,Verb,1
おっかしい,可笑しい,い-Adjective,1
魔王,魔王,Noun,1
コエー,,Noun,1
おもしれー,面白い,い-Adjective,1
好感,好感,Noun,1
守備,守備,Noun,1
ぎゃ,ぎゃあ,Interjection,1
拘り,関わる,Verb,1
土産品,土産品,Noun,1
コンタクト,コンタクト-contact,Noun,1
店先,店先,Noun,1
危なく,危ない,い-Adjective,1
男衆,男衆,Noun,1
深かっ,深い,い-Adjective,1
見覚え,見覚え,Noun,1
オーダー,オーダー-order,Noun,1
メイド,メード-made,Noun,1
男物,男物,Noun,1
女物,女物,Noun,1
片方,片方,Noun,1
売り,売り,Noun,1
まいど,毎度,Noun,1
外す,外す,Verb,1
隠れろ,隠れる,Verb,1
丸見え,丸見え,Noun,1
きょうみ,興味,Noun,1
あんね,アンネ-Anne,Noun,1
仮説,仮説,Noun,1
読み違え,読み違える,Verb,1
ッ子,っ子,Suffix,1
越さ,越す,Verb,1
あ行,あ行,Noun,1
下ネタ,下ねた,Noun,1
張り込ん,張り込む,Verb,1
持参,持参,Noun,1
二手,二手,Noun,1
分かれよう,分かれる,Verb,1
ラジャー,ラジャー-roger,Noun,1
空振り,空振り,Noun,1
年代,年代,Noun,1
露骨,露骨,な-Adjective,1
ゴラアアァ,,Noun,1
誠,真,Noun,1
かって,嘗て,Adverb,1
ござる,御座る,Verb,1
隠れる,隠れる,Verb,1
つきまとい,付き纏う,Verb,1
やが,やがる,Auxiliary Verb,1
失せ,失せる,Verb,1
キュッ,きゅっ,Adverb,1
アア,ああ,Interjection,1
速力,速力,Noun,1
しゃあない,仕方無い,い-Adjective,1
ぱん,パン-pao,Noun,1
ハッテン,発展,Noun,1
ありゃ,あら,Interjection,1
粘っ,粘る,Verb,1
立てよう,立てる,Verb,1
リポート,レポート-report,Noun,1
心霊,心霊,Noun,1
属性,属性,Noun,1
ププ,ププ,Noun,1
クンクン,くんくん,Adverb,1
チュー,酎,Noun,1
ひしめい,犇めく,Verb,1
親しい,親しい,い-Adjective,1
人柄,人柄,Noun,1
蒸し暑い,蒸し暑い,い-Adjective,1
くもっ,曇る,Verb,1
仔猫,子猫,Noun,1
逞しい,逞しい,い-Adjective,1
センサー,センサー-sensor,Noun,1
つっ込め,突き込む,Verb,1
ホッホ,ホッホ-外国,Noun,1
熱帯,熱帯,Noun,1
アツい,熱い,い-Adjective,1
立ち上る,立ち上る,Verb,1
ムネ,ムネ,Noun,1
反響,反響,Noun,1
さらけ出そう,曝け出す,Verb,1
はりきっ,張り切る,Verb,1
怒れ,怒る,Verb,1
陰口,陰口,Noun,1
試す,試す,Verb,1
化ける,化ける,Verb,1
描く,描く,Verb,1
みてぇ,みたい,な-Adjective,1
ギャラリー,ギャラリー-gallery,Noun,1
情熱,情熱,Noun,1
カレ,彼,Pronoun,1
無理矢理,無理矢理,Adverb,1
はやめ,早める,Verb,1
チキン,チキン-chicken,Noun,1
ボコら,ぼこる,Verb,1
クソッタレ,糞垂れ,Noun,1
運ぼう,運ぶ,Verb,1
忘れろ,忘れる,Verb,1
近づける,近付く,Verb,1
札付き,札付き,Noun,1
立ち寄る,立ち寄る,Verb,1
卸し,下ろし,Noun,1
立ちこめ,立ち込める,Verb,1
タチ,質,Noun,1
染料,染料,Noun,1
縫う,縫う,Verb,1
珍し,珍しい,い-Adjective,1
ベラベラ,べらべら,Adverb,1
図体,図体,Noun,1
追い払っ,追い払う,Verb,1
フテ寝,不貞寝,Noun,1
ブっ倒れ,打っ倒れる,Verb,1
願,願い,Suffix,1
頭数,頭数,Noun,1
ほし,欲しい,い-Adjective,1
へる,減る,Verb,1
飛ばす,飛ばす,Verb,1
撲殺,撲殺,Noun,1
観客,観客,Noun,1
すんげー,凄い,い-Adjective,1
目障り,目障り,Noun,1
かぎ回っ,嗅ぎ回る,Verb,1
項目,項目,Noun,1
新曲,新曲,Noun,1
リスト,リスト-list,Noun,1
始業,始業,Noun,1
買い出し,買い出し,Noun,1
