Lemma,POS,P4 Occurrences,P5 Occurrences
落とす,Verb,16,34
騒ぎ,Noun,16,22
他人,Noun,16,31
証明,Noun,16,20
させる,Auxiliary Verb,16,37
選択,Noun,16,42
無くなる,Verb,16,31
無駄,Noun,16,43
ク,Code,16,32
サボる,Verb,16,13
空っぽ,Noun,16,3
愈,Adverb,16,64
以前,Noun,16,18
御早う,Interjection,16,0
ほっ,Interjection,16,6
真似,Noun,16,25
微妙,な-Adjective,16,4
オーケー-okay,Noun,16,22
感,Noun,16,45
餡,Noun,16,24
楽しむ,Verb,16,45
熱い,い-Adjective,16,18
報道,Noun,16,20
丸,Suffix,16,5
挑戦,Noun,16,20
がっかり,Adverb,16,15
教師,Noun,16,28
御飯,Noun,16,15
オウ,Noun,16,0
テン-ten,Noun,16,1
ボール-ball,Noun,16,17
満足,Noun,16,34
妹,Noun,16,0
マネージャー-manager,Noun,16,0
怪盗,Noun,16,627
死神,Noun,16,1
びびる,Verb,15,27
飲む,Verb,15,62
組,Noun,15,2
落ちる,Verb,15,29
泊まる,Verb,15,0
事故,Noun,15,75
自慢,Noun,15,13
温泉,Noun,15,2
難い,Suffix,15,22
正面,Noun,15,54
気味,Noun,15,22
濃い,い-Adjective,15,3
署,Suffix,15,2
親父,Noun,15,9
割と,Adverb,15,16
試す,Verb,15,38
不審,Noun,15,6
更に,Adverb,15,39
大した,Adnominal,15,14
その,Interjection,15,12
我慢,Noun,15,47
経つ,Verb,15,17
暴れる,Verb,15,10
継ぐ,Verb,15,3
事実,Noun,15,29
納得,Noun,15,19
眠る,Verb,15,15
基地,Noun,15,17
寧ろ,Adverb,15,24
改めて,Adverb,15,25
集合,Noun,15,133
誤解,Noun,15,14
売る,Verb,15,43
冷たい,い-Adjective,15,22
流れる,Verb,15,20
羨ましい,い-Adjective,15,16
助け,Noun,15,11
なり-断定,Auxiliary Verb,15,37
運ぶ,Verb,15,12
殴る,Verb,15,9
テント-tent,Noun,15,0
指,Noun,15,3
カレー-curry,Noun,15,33
開ける,Verb,15,69
芸能,Noun,15,18
罪,Suffix,15,79
否定,Noun,15,41
寝かせる,Verb,15,3
集,Suffix,15,1
どうぞ,Adverb,15,41
祭り,Noun,15,11
箱,Noun,15,5
ほほほ,Interjection,15,5
祖父,Noun,15,0
八高,Noun,15,0
イザナミ,Noun,15,0
見送る,Verb,15,1
努力,Noun,15,18
素直,な-Adjective,15,33
賽銭,Noun,15,1
機嫌,Noun,14,14
緊張,Noun,14,11
間違う,Verb,14,24
さえ,Particle,14,33
出会う,Verb,14,24
可成,Adverb,14,48
つい,Adverb,14,10
安い,い-Adjective,14,23
どんどん,Adverb,14,13
酒屋,Noun,14,0
珍しい,い-Adjective,14,26
騒がしい,い-Adjective,14,6
何者,Noun,14,19
近所,Noun,14,13
どころ,Particle,14,18
知恵,Noun,14,4
追い掛ける,Verb,14,14
希望,Noun,14,15
吐く,Verb,14,22
晩,Noun,14,3
自体,Noun,14,9
逮捕,Noun,14,33
直す,Verb,14,21
立てる,Verb,14,29
あん,Interjection,14,7
四,Noun,14,53
ごまかす,Verb,14,9
下りる,Verb,14,16
見守る,Verb,14,8
集める,Verb,14,41
思い出,Noun,14,26
支える,Verb,14,3
下手,Noun,14,21
動き,Noun,14,28
考え込む,Verb,14,1
文,Noun,14,23
コンテスト-contest,Noun,14,0
書,Suffix,14,20
後悔,Noun,14,17
オザワ,Noun,14,0
脅迫,Noun,14,11
家庭,Noun,14,12
．,Noun,14,9
絵馬,Noun,14,0
ほう,Interjection,13,205
序で,Noun,13,17
体育,Noun,13,21
取材,Noun,13,22
考え,Noun,13,32
生活,Noun,13,25
悪戯,Noun,13,15
席,Noun,13,18
繰り返す,Verb,13,9
去年,Noun,13,4
寄る,Verb,13,12
歳,Suffix,13,2
礼,Noun,13,38
半年,Noun,13,3
音,Noun,13,27
ぼんやり,Adverb,13,0
個,Suffix,13,20
ウオ,Noun,13,10
え,Particle,13,12
冷静,Noun,13,16
旦那,Noun,13,2
実家,Noun,13,6
ラーメン-Rahmen,Noun,13,20
切れる,Verb,13,29
漸く,Adverb,13,29
犯,Suffix,13,17
メール-mail,Noun,13,5
コーヒー-coffee,Noun,13,60
受け取る,Verb,13,38
熟す,Verb,13,13
倒す,Verb,13,58
戦い,Noun,13,61
初め,Noun,13,9
褒める,Verb,13,13
偶々,Adverb,13,2
手口,Noun,13,14
共通,Noun,13,2
以降,Noun,13,8
ぎゃあ,Interjection,13,13
線,Noun,13,43
内緒,Noun,13,9
意地,Noun,13,28
ブ,Code,13,11
審査,Noun,13,2
枚,Suffix,13,114
好意,Noun,13,5
抜く,Verb,13,24
素敵,な-Adjective,13,10
願い,Suffix,13,21
腹,Noun,13,43
甘い,い-Adjective,13,28
体調,Noun,13,20
世の中,Noun,13,32
意気,Noun,13,22
決まり,Noun,13,19
ひい,Interjection,13,33
真剣,Noun,13,13
修学,Noun,13,15
とも,Particle,13,20
両親,Noun,13,6
国,Noun,13,26
部分,Noun,13,7
震える,Verb,13,8
火燵,Noun,13,0
支え,Noun,13,0
結ぶ,Verb,13,15
血,Noun,13,20
文明,Noun,13,2
プリント-print,Noun,13,0
宿題,Noun,13,5
唇,Noun,13,1
並み,Suffix,13,7
参り,Noun,13,0
エビハラ,Noun,13,0
部室,Noun,13,0
シュウ,Noun,13,20
再び,Adverb,12,11
客人,Noun,12,2
社,Noun,12,28
是非,Adverb,12,41
軽い,い-Adjective,12,18
限り,Noun,12,29
真っ直ぐ,な-Adjective,12,8
サメガワ,Noun,12,0
ヤソガミ,Noun,12,1
しんどい,い-Adjective,12,6
難易,Noun,12,0
染め物,Noun,12,0
麺,Noun,12,4
異常,Noun,12,9
ビフテキ-bifteck,Noun,12,0
修行,Noun,12,3
フード-food,Noun,12,51
コート-coat,Noun,12,3
一旦,Adverb,12,35
兎も角,Adverb,12,38
映画,Noun,12,65
歯,Noun,12,10
勘,Noun,12,13
恨む,Verb,12,14
仕業,Noun,12,6
総菜,Noun,12,2
セット-set,Noun,12,18
触る,Verb,12,29
立ち向かう,Verb,12,2
畜生,Noun,12,12
其奴,Pronoun,12,47
直接,Noun,12,30
留守,Noun,12,3
体験,Noun,12,6
非常,な-Adjective,12,9
既に,Adverb,12,43
話題,Noun,12,72
表情,Noun,12,3
復帰,Noun,12,4
玄関,Noun,12,5
短い,い-Adjective,12,9
伯母,Noun,12,0
中学,Noun,12,4
秘密,Noun,12,27
出会い,Noun,12,7
騙す,Verb,12,60
通る,Verb,12,57
外れる,Verb,12,20
趣味,Noun,12,25
林間,Noun,12,0
小麦,Noun,12,0
菓子,Noun,12,6
休業,Noun,12,0
混乱,Noun,12,16
殆ど,Noun,12,12
日本,Noun,12,35
たっぷり,Adverb,12,7
素,Prefix,12,17
御覧,Noun,12,4
さようなら,Interjection,12,10
飽きる,Verb,12,8
屋上,Noun,12,33
指導,Noun,12,11
随分,Adverb,12,49
手配,Noun,12,6
（,Auxiliary Symbol,12,258
材料,Noun,12,15
自由,Noun,12,35
一日,Noun,12,7
駅,Noun,12,46
素晴らしい,い-Adjective,12,10
のう,Particle,12,9
医者,Noun,12,13
卵,Noun,12,0
資料,Noun,12,0
取り戻す,Verb,12,7
搬送,Noun,12,2
万,Noun,12,75
解ける,Verb,12,18
浮かべる,Verb,12,1
ナース-nurse,Noun,12,0
受験,Noun,12,5
沖,Noun,12,1
奈,Noun,12,0
字,Noun,12,2
語,Noun,12,12
漢字,Noun,12,0
片付ける,Verb,12,55
兎,Noun,12,0
ランク-rank,Noun,12,20
片付け,Noun,12,4
豚,Noun,12,20
学童,Noun,12,0
林檎,Noun,12,0
被る,Verb,11,7
役目,Noun,11,11
旅,Noun,11,1
預かる,Verb,11,7
弟,Noun,11,14
越す,Verb,11,17
歓迎,Noun,11,8
酒,Noun,11,20
変化,Noun,11,59
ヒイラギ,Noun,11,0
ミスズ,Noun,11,0
担当,Noun,11,13
停学,Noun,11,0
申し訳,Noun,11,36
貸す,Verb,11,21
ふっ,Adverb,11,7
都合,Noun,11,86
校内,Noun,11,7
不倫,Noun,11,0
今朝,Noun,11,5
潰れる,Verb,11,3
きつい,い-Adjective,11,9
息子,Noun,11,8
でかい,い-Adjective,11,32
腕,Noun,11,24
雰囲気,Noun,11,22
シャドウ,Noun,11,20
段々,Noun,11,2
風邪,Noun,11,10
薬,Noun,11,39
ドラマ-drama,Noun,11,9
らん,Adverb,11,18
弱い,い-Adjective,11,32
幾,Noun,11,10
当たり前,な-Adjective,11,13
隠れる,Verb,11,20
敵,Noun,11,207
風呂,Noun,11,3
色,Suffix,11,30
早速,Adverb,11,55
宜しい,い-Adjective,11,23
自ら,Noun,11,25
番号,Noun,11,20
空,Noun,11,36
例えば,Adverb,11,9
用意,Noun,11,36
失う,Verb,11,20
＠,Auxiliary Symbol,11,0
じっと,Adverb,11,9
ふふふ,Interjection,11,21
サンキュー-thank you,Noun,11,7
世間,Noun,11,45
自然,Adverb,11,13
もしもし,Interjection,11,1
勝負,Noun,11,52
ばれる,Verb,11,59
与える,Verb,11,37
太陽,Noun,11,2
米,Noun,11,1
憧れる,Verb,11,2
切っ掛け,Noun,11,12
意思,Noun,11,16
イ,Code,11,145
天国,Noun,11,1
我が儘,Noun,11,11
土手,Noun,11,0
取り上げる,Verb,11,8
仕方,Noun,11,22
泳ぐ,Verb,11,2
飲み込む,Verb,11,0
故,Noun,11,14
去る,Verb,11,9
庇う,Verb,11,3
関する,Verb,11,23
包む,Verb,11,5
方法,Noun,11,66
布団,Noun,11,1
クマダ,Noun,11,0
怪物,Noun,11,6
見学,Noun,11,11
過去,Noun,11,16
巻き込む,Verb,11,23
手続き,Noun,11,3
ボ,Code,11,1
キ,Code,11,39
望み,Noun,11,22
退院,Noun,11,1
頂戴,Noun,11,45
別れ,Noun,11,10
懐かしい,い-Adjective,11,3
役者,Noun,11,2
飴,Noun,11,0
成績,Noun,11,10
エジプト-Egypt,Noun,11,2
きちんと,Adverb,11,6
喝上げ,Noun,11,3
屁,Noun,11,10
上手,な-Adjective,11,13
成長,Noun,11,20
竦める,Verb,11,0
入部,Noun,11,1
掛け持ち,Noun,11,0
トロンボーン-trombone,Noun,11,0
定め,Noun,10,0
訪れる,Verb,10,23
マーガレット-Marguerite,Noun,10,0
毎,Suffix,10,8
秘書,Noun,10,3
食事,Noun,10,30
担任,Noun,10,1
後ろ,Noun,10,12
噂話,Noun,10,1
美人,Noun,10,7
通す,Verb,10,21
プ,Code,10,2
割,Noun,10,37
休憩,Noun,10,20
扱い,Noun,10,42
用事,Noun,10,30
うお,Interjection,10,8
出口,Noun,10,33
勘弁,Noun,10,23
ポスター-poster,Noun,10,15
襲う,Verb,10,10
階,Noun,10,35
爽果,Noun,10,9
亡くなる,Verb,10,1
苦しい,い-Adjective,10,11
競る,Verb,10,4
中身,Noun,10,14
人格,Noun,10,10
イザナギ,Noun,10,1
能力,Noun,10,27
光,Noun,10,34
向こう側,Noun,10,3
壁,Noun,10,29
絡む,Verb,10,7
否々,Interjection,10,17
つつ,Particle,10,13
生み出す,Verb,10,18
犠牲,Noun,10,11
資格,Noun,10,2
遠く,Noun,10,5
次々,Adverb,10,2
味見,Noun,10,0
香り,Noun,10,4
打つ,Verb,10,148
握る,Verb,10,6
悪,Noun,10,52
抱える,Verb,10,9
差す-他動詞,Verb,10,34
族,Suffix,10,0
本部,Noun,10,1
一気,Noun,10,31
打ち明ける,Verb,10,19
キョ,Code,10,5
歩,Noun,10,24
人気,Noun,10,93
然う然う,Interjection,10,20
移動,Noun,10,39
食品,Noun,10,1
じ,Auxiliary Verb,10,7
勧める,Verb,10,12
時代,Noun,10,16
ねん,Particle,10,2
脱ぐ,Verb,10,4
独り,Noun,10,12
リセ-lycee,Noun,10,0
チャン-channel,Noun,10,38
反応,Noun,10,41
付け,Noun,10,10
厳しい,い-Adjective,10,39
なんぞ,Particle,10,7
証言,Noun,10,4
海,Suffix,10,37
主役,Noun,10,3
立件,Noun,10,7
爺,Noun,10,10
史,Suffix,10,1
構う,Verb,10,48
籤,Noun,10,0
温かい,い-Adjective,10,3
丼,Suffix,10,0
王子,Noun,10,6
現われる,Verb,10,23
数学,Noun,10,1
ポスト-post（郵便）,Noun,10,2
ミスコン,Noun,10,0
虫,Noun,10,6
優勝,Noun,10,2
経験,Noun,10,31
主,Noun,10,34
止む,Verb,10,9
キミ-Kimi,Noun,10,27
旅路,Noun,10,0
水,Noun,10,18
界,Suffix,10,13
未だ未だ,Adverb,10,39
週間,Noun,10,23
鍛える,Verb,10,17
ホソイ,Noun,10,0
童,Noun,10,0
ジョウ,Code,10,0
リットル-litre,Noun,10,0
コロッケ-croquette,Noun,10,0
サナ,Noun,10,1
傷付く,Verb,10,6
葉っぱ,Noun,10,0
左下,Noun,10,1
ヤスシ,Noun,10,0
疎遠,な-Adjective,10,0
補習,Noun,10,1
本来,Noun,9,11
遅れる,Verb,9,13
おおい,Interjection,9,8
掲示,Noun,9,31
明らか,な-Adjective,9,19
パン-pao,Noun,9,6
焼く,Verb,9,12
放つ,Verb,9,15
視線,Noun,9,4
異性,Noun,9,3
只今,Noun,9,10
伝説,Noun,9,3
鳴る,Verb,9,3
狙い,Noun,9,17
デート-date,Noun,9,10
苛める,Verb,9,15
老舗,Noun,9,1
もてる,Verb,9,14
死因,Noun,9,0
調べ,Noun,9,11
男性,Noun,9,13
驕る,Verb,9,14
さて,Interjection,9,2
恋,Noun,9,8
画面,Noun,9,9
一々,Noun,9,6
多く,Noun,9,32
低い,い-Adjective,9,13
制服,Noun,9,16
動揺,Noun,9,7
落ち,Noun,9,1
裏,Noun,9,126
品,Suffix,9,50
穴,Noun,9,11
シャ,Code,9,3
タイム-time,Noun,9,4
影,Noun,9,2
正体,Noun,9,32
っこ,Suffix,9,22
借りる,Verb,9,34
筋肉,Noun,9,1
困難,Noun,9,5
鎧,Noun,9,4
ウ,Noun,9,58
まあまあ,Adverb,9,4
歴史,Noun,9,5
条件,Noun,9,7
責任,Noun,9,45
覚悟,Noun,9,70
夕方,Noun,9,7
交換,Noun,9,21
メディア-media,Noun,9,2
しつこい,い-Adjective,9,10
梨,Noun,9,34
解散,Noun,9,17
転生,Noun,9,0
堪る,Verb,9,11
本心,Noun,9,1
道具,Noun,9,48
悩み,Noun,9,12
オウジ,Noun,9,3
記憶,Noun,9,13
予想,Noun,9,37
目撃,Noun,9,4
掻く,Verb,9,6
崩れる,Verb,9,14
個人,Noun,9,19
外す,Verb,9,29
人々,Noun,9,18
施設,Noun,9,6
広まる,Verb,9,3
暑い,い-Adjective,9,31
一時,Noun,9,10
落ち込む,Verb,9,3
記念,Noun,9,3
己,Pronoun,9,61
イベント-event,Noun,9,18
細かい,い-Adjective,9,7
文句,Noun,9,16
愛情,Noun,9,3
せめて,Adverb,9,34
おや,Interjection,9,20
通ずる,Verb,9,17
将来,Noun,9,36
場,Suffix,9,73
どきどき,Adverb,9,8
吊る,Verb,9,7
レベル-level,Noun,9,19
シマ,Noun,9,0
底,Noun,9,6
ひょっと,Adverb,9,6
話し掛ける,Verb,9,30
向ける,Verb,9,42
甘える,Verb,9,13
小学,Noun,9,7
ポート・アイランド,Noun,9,0
館,Suffix,9,63
電車,Noun,9,26
語る,Verb,9,13
残り,Noun,9,32
小さな,Adnominal,9,8
引き摺る,Verb,9,2
たら,Particle,9,9
天才,Noun,9,11
森,Noun,9,0
差し出し,Noun,9,0
票,Noun,9,0
ミス-mistake,Noun,9,7
女装,Noun,9,0
ちょ,Particle,9,6
立,Prefix,9,6
続き,Noun,9,24
思い込む,Verb,9,3
裁く,Verb,9,5
本の,Adnominal,9,4
生まれ変わる,Verb,9,1
互い,Noun,9,28
友人,Noun,9,3
掛け替え,Noun,9,0
学期,Noun,9,6
ハム-ham,Noun,9,0
グッド-good,Noun,9,1
冠詞,Noun,9,0
買い,Noun,9,6
サラダ-salad,Noun,9,3
演技,Noun,9,14
気まずい,い-Adjective,9,5
赤らめる,Verb,9,0
カサイ,Noun,9,0
砂糖,Noun,9,0
ウエハラ,Noun,9,0
油,Noun,9,3
ヤクシジ,Noun,9,0
部長,Noun,9,35
音楽,Noun,9,2
イゴール-Igor,Noun,8,8
精神,Noun,8,26
果たす,Verb,8,21
覗く,Verb,8,2
示す,Verb,8,30
地,Noun,8,35
閉ざす,Verb,8,1
住人,Noun,8,3
募集,Noun,8,3
年間,Noun,8,0
おす,Interjection,8,0
局,Noun,8,59
良し,Noun,8,20
そっと,Adverb,8,8
腐る,Verb,8,11
出席,Noun,8,0
返事,Noun,8,45
発生,Noun,8,26
保護,Noun,8,21
名乗る,Verb,8,13
注目,Noun,8,52
次期,Noun,8,4
ゼロ-zero,Noun,8,9
さっ,Adverb,8,5
進める,Verb,8,62
比べる,Verb,8,26
響き,Noun,8,7
引っ越す,Verb,8,6
ねた,Noun,8,61
変わり,Noun,8,3
起こす,Verb,8,19
ユ,Code,8,26
程度,Noun,8,29
利用,Noun,8,92
纏める,Verb,8,10
行方,Noun,8,2
我が,Adnominal,8,28
繋がり,Noun,8,4
当て,Noun,8,21
進展,Noun,8,15
反対,Noun,8,7
ふざける,Verb,8,14
可笑しな,Adnominal,8,5
探し,Noun,8,10
案内,Noun,8,18
わくわく,Adverb,8,3
意志,Noun,8,1
引っ張る,Verb,8,6
トップ-top,Noun,8,4
ベルベット-velvet,Noun,8,5
ルーム-room,Noun,8,45
ボーイ-boy,Noun,8,1
アリバイ-alibi,Noun,8,2
事務,Noun,8,4
口封じ,Noun,8,1
態度,Noun,8,32
下げる,Verb,8,8
目立つ,Verb,8,43
役割,Noun,8,7
合体,Noun,8,24
利く,Verb,8,31
ぷぷ,Adverb,8,0
更ける,Verb,8,0
ナカイ,Noun,8,0
先回り,Noun,8,3
毎年,Noun,8,1
稲葉,Noun,8,0
奪う,Verb,8,47
業,Suffix,8,5
空ける,Verb,8,0
ヒント-hint,Noun,8,27
好み,Noun,8,13
今日は,Interjection,8,7
荷物,Noun,8,10
会話,Noun,8,53
越える,Verb,8,41
ざっ,Adverb,8,2
面,Noun,8,19
対する,Verb,8,51
倍,Noun,8,50
育てる,Verb,8,15
川原,Noun,8,0
一瞬,Noun,8,7
迷う,Verb,8,32
投げる,Verb,8,19
岩,Noun,8,0
抜き,Noun,8,5
着替える,Verb,8,23
ショー-show,Noun,8,8
心成し,Noun,8,0
キャラ-character,Noun,8,5
警告,Noun,8,2
牛乳,Noun,8,0
ストリップ-strip,Noun,8,0
閉じる,Verb,8,8
すら,Particle,8,18
避ける,Verb,8,23
増し,な-Adjective,8,17
大人しい,い-Adjective,8,56
意見,Noun,8,30
効果,Noun,8,24
背,Noun,8,2
）,Auxiliary Symbol,8,256
最高,Noun,8,24
浴衣,Noun,8,7
出発,Noun,8,9
才能,Noun,8,7
反省,Noun,8,21
公,Suffix,8,27
社会,Noun,8,52
犯罪,Noun,8,54
代,Suffix,8,28
蚊,Noun,8,45
恥,Noun,8,9
小遣い,Noun,8,14
冷める,Verb,8,4
基礎,Noun,8,2
引き取る,Verb,8,3
公式,Noun,8,3
投票,Noun,8,16
其々,Noun,8,9
呼び出す,Verb,8,4
人数,Noun,8,12
来年,Noun,8,1
食べ物,Noun,8,2
通,Suffix,8,5
宅配,Noun,8,1
西瓜,Noun,8,1
尽くす,Verb,8,16
地球,Noun,8,5
人形,Noun,8,6
法,Noun,8,11
誘い,Noun,8,64
飛ぶ,Verb,8,18
直る,Verb,8,8
話し合う,Verb,8,16
弱々しい,い-Adjective,8,0
評判,Noun,8,17
週末,Noun,8,6
患者,Noun,8,23
尊敬,Noun,8,5
感心,Noun,8,11
暗記,Noun,8,3
断食,Noun,8,2
上る,Verb,8,32
嫉妬,Noun,8,6
歌,Noun,8,1
生物,Noun,8,0
ナンキョク,Noun,8,0
芋,Noun,8,1
自室,Noun,8,14
慌てる,Verb,8,4
輝く,Verb,8,3
堪える,Verb,8,1
イノウエ,Noun,8,1
真っ赤,な-Adjective,8,3
レター-letter,Noun,8,1
励ます,Verb,8,6
決意,Noun,8,4
ぐるみ,Suffix,8,0
晴れやか,な-Adjective,8,0
スポーツ-sport,Noun,8,4
イイダ,Noun,8,11
リバース-reverse,Noun,8,0
契約,Noun,7,1
ふむ,Interjection,7,38
信用,Noun,7,26
にて,Particle,7,4
同じく,Adverb,7,6
勤める,Verb,7,2
杯,Noun,7,7
却って,Adverb,7,9
自己,Noun,7,14
蜜柑,Noun,7,0
職員,Noun,7,5
寄り道,Noun,7,3
僅か,な-Adjective,7,6
乗り,Noun,7,20
議員,Noun,7,34
っ子,Suffix,7,7
若干,Noun,7,2
インタビュー-interview,Noun,7,12
妻,Noun,7,1
如何,な-Adjective,7,22
機能,Noun,7,8
相当,な-Adjective,7,16
てこ,Adverb,7,1
視界,Noun,7,2
要,Noun,7,11
連中,Noun,7,44
現役,Noun,7,6
苛め,Noun,7,19
晴れ,Noun,7,5
狂う,Verb,7,6
テメ,Noun,7,0
染みる,Verb,7,6
てらっしゃる,Auxiliary Verb,7,9
消す,Verb,7,21
苦労,Noun,7,30
一言,Noun,7,8
勘違い,Noun,7,20
単に,Adverb,7,8
はははは,Interjection,7,5
ミッ,Noun,7,1
おわ,Interjection,7,3
探索,Noun,7,49
宿,Noun,7,1
人影,Noun,7,2
コミュニティー-community,Noun,7,0
招く,Verb,7,7
葉,Noun,7,2
今一,Adverb,7,6
粗朶,Noun,7,2
中央,Noun,7,9
世,Noun,7,11
日曜,Noun,7,13
家出,Noun,7,1
神経,Noun,7,3
鍵,Noun,7,73
味噌,Noun,7,5
普段,Noun,7,30
抑圧,Noun,7,0
きゃあ,Interjection,7,5
餅,Noun,7,0
慎重,Noun,7,50
休日,Noun,7,26
魅力,Noun,7,25
助け出す,Verb,7,4
たがる,Auxiliary Verb,7,4
遠慮,Noun,7,26
加わる,Verb,7,6
真相,Noun,7,8
予告,Noun,7,227
だっ,Adverb,7,4
ヒレ-filet,Noun,7,0
メニュー-menu,Noun,7,28
相棒,Noun,7,3
器用,な-Adjective,7,15
壺,Noun,7,4
壊す,Verb,7,7
絵,Noun,7,115
距離,Noun,7,15
学年,Noun,7,0
俗,Noun,7,2
廊下,Noun,7,7
締める,Verb,7,10
通う,Verb,7,14
特定,Noun,7,20
特番,Noun,7,1
晴らす,Verb,7,12
班,Noun,7,6
性格,Noun,7,23
靴,Noun,7,6
予感,Noun,7,5
毛,Noun,7,1
余程,Adverb,7,13
疾っく,Noun,7,0
位,Suffix,7,3
抜け出す,Verb,7,1
交ぜる,Verb,7,2
感想,Noun,7,84
ぽっち,Suffix,7,6
進級,Noun,7,0
即,Adverb,7,1
仮令,Adverb,7,6
今頃,Noun,7,9
眠い,い-Adjective,7,10
狭い,い-Adjective,7,7
今後,Noun,7,20
立ち止まる,Verb,7,2
ダッシュ-dash,Noun,7,7
星,Suffix,7,14
今晩は,Interjection,7,3
興奮,Noun,7,8
兼ねる,Suffix,7,13
愚か,な-Adjective,7,13
敷く,Verb,7,10
すっかり,Adverb,7,8
始め,Noun,7,3
季節,Noun,7,13
実感,Noun,7,5
固まる,Verb,7,3
感情,Noun,7,10
厚い,い-Adjective,7,4
無視,Noun,7,29
辿り着く,Verb,7,23
狡い,い-Adjective,7,7
思い付く,Verb,7,30
オムライス,Noun,7,1
成功,Noun,7,75
供述,Noun,7,5
夏祭り,Noun,7,0
最早,Adverb,7,7
バイ-bye,Noun,7,2
支度,Noun,7,2
ベッド-bed,Noun,7,12
電気,Noun,7,16
表現,Noun,7,2
法律,Noun,7,7
思い当たる,Verb,7,3
駅前,Noun,7,30
別人,Noun,7,1
息,Noun,7,5
模倣,Noun,7,0
漫画,Noun,7,17
出し物,Noun,7,1
紙,Suffix,7,2
板,Suffix,7,35
出場,Noun,7,2
声掛け,Noun,7,12
推薦,Noun,7,0
告白,Noun,7,25
しゅっ,Adverb,7,5
現代,Noun,7,5
救急,Noun,7,0
払う,Verb,7,28
毒,Noun,7,7
沸く,Verb,7,16
決着,Noun,7,21
浮かぶ,Verb,7,5
一歩,Adverb,7,3
笑み,Noun,7,2
元凶,Noun,7,3
中華,Noun,7,25
渡る,Verb,7,18
虚ろ,な-Adjective,7,0
授ける,Verb,7,8
相応しい,い-Adjective,7,3
捻る,Verb,7,0
通販,Noun,7,6
病気,Noun,7,0
古代,Noun,7,3
ノート-note,Noun,7,19
掃除,Noun,7,40
髭,Noun,7,0
利益,Noun,7,5
植物,Noun,7,6
吹く,Verb,7,3
コッホ-Koch,Noun,7,0
解禁,Noun,7,3
見上げる,Verb,7,1
板前,Noun,7,0
複雑,Noun,7,16
孫,Noun,7,3
下駄,Noun,7,1
土,Noun,7,10
ナイフ-knife,Noun,7,4
楽器,Noun,7,0
フェザー-feather,Noun,7,11
酢飯,Noun,7,0
のみ,Particle,6,36
どれ,Interjection,6,5
常,Noun,6,7
出でる,Verb,6,3
トイレ-toilet,Noun,6,16
到着,Noun,6,10
一筋,Noun,6,4
振り回す,Verb,6,5
洗濯,Noun,6,13
タロウ,Noun,6,4
料,Suffix,6,16
方針,Noun,6,12
焼き,Suffix,6,5
そわそわ,Adverb,6,4
登校,Noun,6,2
通学,Noun,6,1
たげる,Auxiliary Verb,6,11
カミ,Noun,6,0
最悪,Noun,6,22
鷲,Noun,6,7
各自,Noun,6,3
指示,Noun,6,30
叫ぶ,Verb,6,4
古い,い-Adjective,6,11
アンテナ-antenna,Noun,6,4
校長,Noun,6,17
洗う,Verb,6,24
屋根,Noun,6,1
先日,Noun,6,20
時点,Noun,6,5
遅刻,Noun,6,5
不満,Noun,6,10
今晩,Noun,6,19
逆さ,Noun,6,0
テンション-tension,Noun,6,7
家電,Noun,6,12
大分,Adverb,6,20
型,Suffix,6,7
怯える,Verb,6,2
マスコミ,Noun,6,11
溜まる,Verb,6,23
跡,Noun,6,1
台,Noun,6,4
保証,Noun,6,7
放す,Verb,6,5
無理矢理,Adverb,6,6
ごちゃごちゃ,Adverb,6,1
暮らす,Verb,6,3
活躍,Noun,6,14
代々,Noun,6,0
見通し,Noun,6,5
ヒーロー-hero,Noun,6,13
鮭,Noun,6,4
和服,Noun,6,1
磨く,Verb,6,39
表,Noun,6,11
様々,な-Adjective,6,38
他者,Noun,6,16
数字,Noun,6,13
育む,Verb,6,3
築く,Verb,6,15
目覚める,Verb,6,8
しい,Interjection,6,1
同一,な-Adjective,6,1
当時,Noun,6,5
記録,Noun,6,9
会見,Noun,6,17
作業,Noun,6,12
御負け,Noun,6,3
接点,Noun,6,2
バラエティー-variety,Noun,6,1
鮮明,な-Adjective,6,2
日和,Noun,6,2
応援,Noun,6,24
チック--tic,Suffix,6,0
物騒,な-Adjective,6,12
ナン-外国,Noun,6,8
赤,Noun,6,11
リベンジ-revenge,Noun,6,1
日々,Noun,6,13
昼間,Noun,6,24
心細い,い-Adjective,6,1
変態,Noun,6,3
漂う,Verb,6,3
喋り,Noun,6,18
爆笑,Noun,6,0
会社,Noun,6,57
行為,Noun,6,17
突然,Adverb,6,18
範囲,Noun,6,7
耳,Noun,6,25
地味,な-Adjective,6,5
セイ,Code,6,15
ア-a,Noun,6,12
作戦,Noun,6,96
覚え,Noun,6,8
目指す,Verb,6,30
沈む,Verb,6,2
くっ,Interjection,6,22
けっ,Interjection,6,2
祝い,Noun,6,3
どん,Adverb,6,7
売れる,Verb,6,8
式,Noun,6,11
遣り直す,Verb,6,6
ルール-rule,Noun,6,27
泊,Noun,6,0
人差し,Noun,6,0
出来,Noun,6,0
ジャガ芋,Noun,6,0
食,Noun,6,15
途端,Noun,6,2
違和,Noun,6,2
現地,Noun,6,13
パス-pass,Noun,6,7
最低,Noun,6,20
ワイド-wide,Noun,6,0
田舎町,Noun,6,0
雁擬き,Noun,6,0
次第,Noun,6,48
態と,Adverb,6,10
買い食い,Noun,6,1
